YEAR,STATE,STATECODE,COUNTY,COUNTYCODE,AREANAME,AVERAGEVALUE
1880,Texas,480,Bandera,190,Bandera,2
1880,Texas,480,Bastrop,210,Bastrop,7
1880,Texas,480,Baylor,230,Baylor,2
1880,Texas,480,Bee,250,Bee,2
1880,Texas,480,Bell,270,Bell,14
1880,Texas,480,Bexar,290,Bexar,6
1880,Texas,480,Blanco,310,Blanco,3
1880,Texas,480,Bosque,350,Bosque,6
1880,Texas,480,Bowie,370,Bowie,5
1880,Texas,480,Brazoria,390,Brazoria,5
1880,Texas,480,Brazos,410,Brazos,9
1880,Texas,480,Brown,490,Brown,3
1880,Texas,480,Burleson,510,Burleson,6
1880,Texas,480,Burnet,530,Burnet,4
1880,Texas,480,Caldwell,550,Caldwell,6
1880,Texas,480,Calhoun,570,Calhoun,1
1880,Texas,480,Callahan,590,Callahan,3
1880,Texas,480,Camp,630,Camp,6
1880,Texas,480,Cass,670,Cass,4
1880,Texas,480,Chambers,710,Chambers,2
1880,Texas,480,Cherokee,730,Cherokee,4
1880,Texas,480,Clay,770,Clay,3
1880,Texas,480,Coleman,830,Coleman,3
1880,Texas,480,Collin,850,Collin,12
1880,Texas,480,Colorado,890,Colorado,6
1880,Texas,480,Comal,910,Comal,6
1880,Texas,480,Comanche,930,Comanche,4
1880,Texas,480,Concho,950,Concho,1
1880,Texas,480,Cooke,970,Cooke,8
1880,Texas,480,Coryell,990,Coryell,5
1880,Texas,480,Crockett,1050,Crockett,1
1880,Texas,480,Crosby,1070,Crosby,1
1880,Texas,480,Dallas,1130,Dallas,12
1880,Texas,480,Delta,1190,Delta,7
1880,Texas,480,Denton,1210,Denton,8
1880,Texas,480,DeWitt,1230,De Witt,4
1880,Texas,480,Dimmit,1270,Dimmit,1
1880,Texas,480,Donley,1290,Donley,1
1880,Texas,480,Duval,1310,Duval,6
1880,Texas,480,Eastland,1330,Eastland,3
1880,Texas,480,Edwards,1370,Edwards,1
1880,Texas,480,Ellis,1390,Ellis,11
1880,Texas,480,El Paso,1410,El Paso,11
1880,Texas,480,Erath,1430,Erath,4
1880,Texas,480,Falls,1450,Falls,6
1880,Texas,480,Fannin,1470,Fannin,8
1880,Texas,480,Fayette,1490,Fayette,10
1880,Texas,480,Fisher,1510,Fisher,141
1880,Texas,480,Fort Bend,1570,Fort Bend,8
1880,Texas,480,Franklin,1590,Franklin,5
1880,Texas,480,Freestone,1610,Freestone,5
1880,Texas,480,Frio,1630,Frio,1
1880,Texas,480,Galveston,1670,Galveston,12
1880,Texas,480,Gillespie,1710,Gillespie,3
1880,Texas,480,Goliad,1750,Goliad,2
1880,Texas,480,Gonzales,1770,Gonzales,4
1880,Texas,480,Gray,1790,Gray,1
1880,Texas,480,Grayson,1810,Grayson,10
1880,Texas,480,Gregg,1830,Gregg,5
1880,Texas,480,Grimes,1850,Grimes,5
1880,Texas,480,Guadalupe,1870,Guadalupe,7
1880,Texas,480,Hamilton,1930,Hamilton,4
1880,Texas,480,Hardeman,1970,Hardeman,2
1880,Texas,480,Hardin,1990,Hardin,1
1880,Texas,480,Harris,2010,Harris,6
1880,Texas,480,Harrison,2030,Harrison,5
1880,Texas,480,Haskell,2070,Haskell,1
1880,Texas,480,Hays,2090,Hays,10
1880,Texas,480,Hemphill,2110,Hemphill,4
1880,Texas,480,Henderson,2130,Henderson,4
1880,Texas,480,Hidalgo,2150,Hidalgo,1
1880,Texas,480,Hill,2170,Hill,8
1880,Texas,480,Hood,2210,Hood,5
1880,Texas,480,Hopkins,2230,Hopkins,5
1880,Texas,480,Houston,2250,Houston,3
1880,Texas,480,Hunt,2310,Hunt,7
1880,Texas,480,Jack,2370,Jack,4
1880,Texas,480,Jackson,2390,Jackson,2
1880,Texas,480,Jasper,2410,Jasper,3
1880,Texas,480,Jefferson,2450,Jefferson,2
1880,Texas,480,Johnson,2510,Johnson,10
1880,Texas,480,Jones,2530,Jones,2
1880,Texas,480,Karnes,2550,Karnes,2
1880,Texas,480,Kaufman,2570,Kaufman,8
1880,Texas,480,Kendall,2590,Kendall,3
1880,Texas,480,Kerr,2650,Kerr,3
1880,Texas,480,Kimble,2670,Kimble,3
1880,Texas,480,Kinney,2710,Kinney,3
1880,Texas,480,Knox,2750,Knox,5
1880,Texas,480,Lamar,2770,Lamar,9
1880,Texas,480,Lampasas,2810,Lampasas,4
1880,Texas,480,La Salle,2830,La Salle,1
1880,Texas,480,Lavaca,2850,Lavaca,6
1880,Texas,480,Lee,2870,Lee,5
1880,Texas,480,Leon,2890,Leon,3
1880,Texas,480,Liberty,2910,Liberty,3
1880,Texas,480,Limestone,2930,Limestone,8
1880,Texas,480,Lipscomb,2950,Lipscomb,37
1880,Texas,480,Live Oak,2970,Live Oak,2
1880,Texas,480,Llano,2990,Llano,2
1880,Texas,480,McCulloch,3070,Mcculloch,2
1880,Texas,480,McLennan,3090,Mclennan,8
1880,Texas,480,McMullen,3110,Mcmullen,1
1880,Texas,480,Madison,3130,Madison,3
1880,Texas,480,Marion,3150,Marion,3
1880,Texas,480,Mason,3190,Mason,2
1880,Texas,480,Matagorda,3210,Matagorda,3
1880,Texas,480,Maverick,3230,Maverick,1
1880,Texas,480,Medina,3250,Medina,2
1880,Texas,480,Menard,3270,Menard,3
1880,Texas,480,Milam,3310,Milam,7
1880,Texas,480,Montague,3370,Montague,4
1880,Texas,480,Montgomery,3390,Montgomery,4
1880,Texas,480,Morris,3430,Morris,4
1880,Texas,480,Nacogdoches,3470,Nacogdoches,2
1880,Texas,480,Navarro,3490,Navarro,7
1880,Texas,480,Newton,3510,Newton,1
1880,Texas,480,Nolan,3530,Nolan,26
1880,Texas,480,Orange,3610,Orange,3
1880,Texas,480,Palo Pinto,3630,Palo Pinto,5
1880,Texas,480,Panola,3650,Panola,3
1880,Texas,480,Parker,3670,Parker,6
1880,Texas,480,Pecos,3710,Pecos,3
1880,Texas,480,Polk,3730,Polk,3
1880,Texas,480,Potter,3750,Potter,1
1880,Texas,480,Presidio,3770,Presidio,2
1880,Texas,480,Rains,3790,Rains,9
1880,Texas,480,Red River,3870,Red River,5
1880,Texas,480,Refugio,3910,Refugio,2
1880,Texas,480,Robertson,3950,Robertson,8
1880,Texas,480,Rockwall,3970,Rockwall,8
1880,Texas,480,Rusk,4010,Rusk,4
1880,Texas,480,Sabine,4030,Sabine,2
1880,Texas,480,San Augustine,4050,San Augustine,2
1880,Texas,480,San Jacinto,4070,San Jacinto,6
1880,Texas,480,San Patricio,4090,San Patricio,2
1880,Texas,480,San Saba,4110,San Saba,3
1880,Texas,480,Shackelford,4170,Shackelford,4
1880,Texas,480,Shelby,4190,Shelby,3
1880,Texas,480,Smith,4230,Smith,5
1880,Texas,480,Somervell,4250,Somervell,5
1880,Texas,480,Stephens,4290,Stephens,4
1880,Texas,480,Tarrant,4390,Tarrant,9
1880,Texas,480,Taylor,4410,Taylor,2
1880,Texas,480,Throckmorton,4470,Throckmorton,3
1880,Texas,480,Titus,4490,Titus,4
1880,Texas,480,Tom Green,4510,Tom Green,33
1880,Texas,480,Travis,4530,Travis,12
1880,Texas,480,Trinity,4550,Trinity,2
1880,Texas,480,Tyler,4570,Tyler,1
1880,Texas,480,Upshur,4590,Upshur,4
1880,Texas,480,Uvalde,4630,Uvalde,1
1880,Texas,480,Van Zandt,4670,Van Zandt,5
1880,Texas,480,Victoria,4690,Victoria,3
1880,Texas,480,Walker,4710,Walker,3
1880,Texas,480,Waller,4730,Waller,7
1880,Texas,480,Washington,4770,Washington,10
1880,Texas,480,Webb,4790,Webb,1
1880,Texas,480,Wharton,4810,Wharton,5
1880,Texas,480,Wichita,4850,Wichita,3
1880,Texas,480,Wilbarger,4870,Wilbarger,3
1880,Texas,480,Williamson,4910,Williamson,7
1880,Texas,480,Wilson,4930,Wilson,4
1880,Texas,480,Wise,4970,Wise,6
1880,Texas,480,Wood,4990,Wood,5
1880,Texas,480,Young,5030,Young,5
1880,Texas,480,Zapata,5050,Zapata,1
1880,Texas,480,Zavala,5070,Zavala,1
1890,California,60,Alameda,10,Alameda,95
1890,California,60,Alpine,30,Alpine,16
1890,California,60,Amador,50,Amador,15
1890,California,60,Butte,70,Butte,37
1890,California,60,Calaveras,90,Calaveras,9
1890,California,60,Colusa,110,Colusa,30
1890,California,60,Contra Costa,130,Contra Costa,49
1890,California,60,Del Norte,150,Del Norte,27
1890,California,60,El Dorado,170,El Dorado,15
1890,California,60,Fresno,190,Fresno,34
1890,California,60,Humboldt,230,Humboldt,22
1890,California,60,Inyo,270,Inyo,18
1890,California,60,Kern,290,Kern,14
1890,California,60,Lake,330,Lake,24
1890,California,60,Lassen,350,Lassen,12
1890,California,60,Los Angeles,370,Los Angeles,67
1890,California,60,Marin,410,Marin,35
1890,California,60,Mariposa,430,Mariposa,7
1890,California,60,Mendocino,450,Mendocino,13
1890,California,60,Merced,470,Merced,24
1890,California,60,Modoc,490,Modoc,13
1890,California,60,Mono,510,Mono,10
1890,California,60,Monterey,530,Monterey,19
1890,California,60,Napa,550,Napa,59
1890,California,60,Nevada,570,Nevada,17
1890,California,60,Orange,590,Orange,33
1890,California,60,Placer,610,Placer,31
1890,California,60,Plumas,630,Plumas,10
1890,California,60,Sacramento,670,Sacramento,45
1890,California,60,San Benito,690,San Benito,15
1890,California,60,San Bernardino,710,San Bernardino,99
1890,California,60,San Diego,730,San Diego,21
1890,California,60,San Francisco,750,San Francisco,520
1890,California,60,San Joaquin,770,San Joaquin,46
1890,California,60,San Luis Obispo,790,San Luis Obispo,15
1890,California,60,San Mateo,810,San Mateo,68
1890,California,60,Santa Barbara,830,Santa Barbara,29
1890,California,60,Santa Clara,850,Santa Clara,87
1890,California,60,Santa Cruz,870,Santa Cruz,74
1890,California,60,Shasta,890,Shasta,16
1890,California,60,Sierra,910,Sierra,14
1890,California,60,Siskiyou,930,Siskiyou,20
1890,California,60,Solano,950,Solano,60
1890,California,60,Sonoma,970,Sonoma,47
1890,California,60,Stanislaus,990,Stanislaus,24
1890,California,60,Sutter,1010,Sutter,41
1890,California,60,Tehama,1030,Tehama,13
1890,California,60,Trinity,1050,Trinity,23
1890,California,60,Tulare,1070,Tulare,30
1890,California,60,Tuolumne,1090,Tuolumne,12
1890,California,60,Ventura,1110,Ventura,40
1890,California,60,Yolo,1130,Yolo,50
1890,California,60,Yuba,1150,Yuba,23
1890,Colorado,80,Arapahoe,50,Arapahoe,40
1890,Colorado,80,Archuleta,70,Archuleta,10
1890,Colorado,80,Baca,90,Baca,2
1890,Colorado,80,Bent,110,Bent,13
1890,Colorado,80,Boulder,130,Boulder,34
1890,Colorado,80,Chaffee,150,Chaffee,26
1890,Colorado,80,Cheyenne,170,Cheyenne,8
1890,Colorado,80,Clear Creek,190,Clear Creek,9
1890,Colorado,80,Conejos,210,Conejos,18
1890,Colorado,80,Costilla,230,Costilla,11
1890,Colorado,80,Custer,270,Custer,14
1890,Colorado,80,Delta,290,Delta,20
1890,Colorado,80,Dolores,330,Dolores,4
1890,Colorado,80,Douglas,350,Douglas,11
1890,Colorado,80,Eagle,370,Eagle,19
1890,Colorado,80,Elbert,390,Elbert,12
1890,Colorado,80,El Paso,410,El Paso,13
1890,Colorado,80,Fremont,430,Fremont,30
1890,Colorado,80,Garfield,450,Garfield,14
1890,Colorado,80,Gilpin,470,Gilpin,32
1890,Colorado,80,Grand,490,Grand,13
1890,Colorado,80,Gunnison,510,Gunnison,14
1890,Colorado,80,Hinsdale,530,Hinsdale,8
1890,Colorado,80,Huerfano,550,Huerfano,9
1890,Colorado,80,Jefferson,590,Jefferson,53
1890,Colorado,80,Kiowa,610,Kiowa,5
1890,Colorado,80,Kit Carson,630,Kit Carson,4
1890,Colorado,80,Lake,650,Lake,28
1890,Colorado,80,La Plata,670,La Plata,20
1890,Colorado,80,Larimer,690,Larimer,16
1890,Colorado,80,Las Animas,710,Las Animas,11
1890,Colorado,80,Lincoln,730,Lincoln,11
1890,Colorado,80,Logan,750,Logan,11
1890,Colorado,80,Mesa,770,Mesa,29
1890,Colorado,80,Montezuma,830,Montezuma,26
1890,Colorado,80,Montrose,850,Montrose,21
1890,Colorado,80,Morgan,870,Morgan,16
1890,Colorado,80,Otero,890,Otero,22
1890,Colorado,80,Ouray,910,Ouray,29
1890,Colorado,80,Park,930,Park,11
1890,Colorado,80,Phillips,950,Phillips,6
1890,Colorado,80,Pitkin,970,Pitkin,16
1890,Colorado,80,Prowers,990,Prowers,12
1890,Colorado,80,Pueblo,1010,Pueblo,20
1890,Colorado,80,Rio Blanco,1030,Rio Blanco,14
1890,Colorado,80,Rio Grande,1050,Rio Grande,19
1890,Colorado,80,Routt,1070,Routt,12
1890,Colorado,80,Saguache,1090,Saguache,9
1890,Colorado,80,San Miguel,1130,San Miguel,11
1890,Colorado,80,Sedgwick,1150,Sedgwick,9
1890,Colorado,80,Summit,1170,Summit,15
1890,Colorado,80,Washington,1210,Washington,7
1890,Colorado,80,Weld,1230,Weld,21
1890,Colorado,80,Yuma,1250,Yuma,6
1890,Nevada,320,Churchill,10,Churchill,8
1890,Nevada,320,Douglas,50,Douglas,13
1890,Nevada,320,Elko,70,Elko,6
1890,Nevada,320,Esmeralda,90,Esmeralda,12
1890,Nevada,320,Eureka,110,Eureka,4
1890,Nevada,320,Humboldt,130,Humboldt,6
1890,Nevada,320,Lander,150,Lander,6
1890,Nevada,320,Lincoln,170,Lincoln,13
1890,Nevada,320,Lyon,190,Lyon,12
1890,Nevada,320,Nye,230,Nye,9
1890,Nevada,320,Ormsby,250,Ormsby,21
1890,Nevada,320,Storey,290,Storey,38
1890,Nevada,320,Washoe,310,Washoe,18
1890,Nevada,320,White Pine,330,White Pine,5
1890,Oregon,410,Baker,10,Baker,18
1890,Oregon,410,Benton,30,Benton,19
1890,Oregon,410,Clackamas,50,Clackamas,23
1890,Oregon,410,Clatsop,70,Clatsop,23
1890,Oregon,410,Columbia,90,Columbia,18
1890,Oregon,410,Coos,110,Coos,18
1890,Oregon,410,Crook,130,Crook,9
1890,Oregon,410,Curry,150,Curry,13
1890,Oregon,410,Douglas,190,Douglas,12
1890,Oregon,410,Gilliam,210,Gilliam,6
1890,Oregon,410,Grant,230,Grant,8
1890,Oregon,410,Harney,250,Harney,5
1890,Oregon,410,Jackson,290,Jackson,20
1890,Oregon,410,Josephine,330,Josephine,16
1890,Oregon,410,Klamath,350,Klamath,8
1890,Oregon,410,Lake,370,Lake,10
1890,Oregon,410,Lane,390,Lane,15
1890,Oregon,410,Linn,430,Linn,22
1890,Oregon,410,Malheur,450,Malheur,11
1890,Oregon,410,Marion,470,Marion,31
1890,Oregon,410,Morrow,490,Morrow,6
1890,Oregon,410,Multnomah,510,Multnomah,13
1890,Oregon,410,Polk,530,Polk,24
1890,Oregon,410,Sherman,550,Sherman,8
1890,Oregon,410,Tillamook,570,Tillamook,16
1890,Oregon,410,Umatilla,590,Umatilla,12
1890,Oregon,410,Union,610,Union,15
1890,Oregon,410,Wallowa,630,Wallowa,8
1890,Oregon,410,Wasco,650,Wasco,11
1890,Oregon,410,Washington,670,Washington,36
1890,Oregon,410,Yamhill,710,Yamhill,25
1890,Texas,480,Anderson,10,Anderson,5
1890,Texas,480,Angelina,50,Angelina,4
1890,Texas,480,Aransas,70,Aransas,8
1890,Texas,480,Archer,90,Archer,4
1890,Texas,480,Armstrong,110,Armstrong,3
1890,Texas,480,Atascosa,130,Atascosa,4
1890,Texas,480,Austin,150,Austin,15
1890,Texas,480,Bandera,190,Bandera,5
1890,Texas,480,Bastrop,210,Bastrop,9
1890,Texas,480,Baylor,230,Baylor,7
1890,Texas,480,Bee,250,Bee,6
1890,Texas,480,Bell,270,Bell,16
1890,Texas,480,Bexar,290,Bexar,12
1890,Texas,480,Blanco,310,Blanco,4
1890,Texas,480,Borden,330,Borden,4
1890,Texas,480,Bosque,350,Bosque,8
1890,Texas,480,Bowie,370,Bowie,6
1890,Texas,480,Brazoria,390,Brazoria,10
1890,Texas,480,Brazos,410,Brazos,9
1890,Texas,480,Brown,490,Brown,6
1890,Texas,480,Burleson,510,Burleson,11
1890,Texas,480,Burnet,530,Burnet,6
1890,Texas,480,Caldwell,550,Caldwell,14
1890,Texas,480,Calhoun,570,Calhoun,2
1890,Texas,480,Callahan,590,Callahan,5
1890,Texas,480,Cameron,610,Cameron,3
1890,Texas,480,Camp,630,Camp,5
1890,Texas,480,Carson,650,Carson,4
1890,Texas,480,Cass,670,Cass,6
1890,Texas,480,Castro,690,Castro,1
1890,Texas,480,Chambers,710,Chambers,2
1890,Texas,480,Cherokee,730,Cherokee,6
1890,Texas,480,Childress,750,Childress,4
1890,Texas,480,Clay,770,Clay,8
1890,Texas,480,Coke,810,Coke,3
1890,Texas,480,Coleman,830,Coleman,5
1890,Texas,480,Collin,850,Collin,23
1890,Texas,480,Collingsworth,870,Collingsworth,1
1890,Texas,480,Colorado,890,Colorado,12
1890,Texas,480,Comal,910,Comal,9
1890,Texas,480,Comanche,930,Comanche,7
1890,Texas,480,Concho,950,Concho,3
1890,Texas,480,Cooke,970,Cooke,13
1890,Texas,480,Coryell,990,Coryell,9
1890,Texas,480,Cottle,1010,Cottle,3
1890,Texas,480,Crockett,1050,Crockett,2
1890,Texas,480,Dallam,1110,Dallam,3
1890,Texas,480,Dallas,1130,Dallas,29
1890,Texas,480,Deaf Smith,1170,Deaf Smith,4
1890,Texas,480,Delta,1190,Delta,15
1890,Texas,480,Denton,1210,Denton,14
1890,Texas,480,DeWitt,1230,De Witt,11
1890,Texas,480,Dimmit,1270,Dimmit,3
1890,Texas,480,Donley,1290,Donley,4
1890,Texas,480,Duval,1310,Duval,2
1890,Texas,480,Eastland,1330,Eastland,6
1890,Texas,480,Edwards,1370,Edwards,2
1890,Texas,480,Ellis,1390,Ellis,19
1890,Texas,480,El Paso,1410,El Paso,10
1890,Texas,480,Erath,1430,Erath,8
1890,Texas,480,Falls,1450,Falls,15
1890,Texas,480,Fannin,1470,Fannin,19
1890,Texas,480,Fayette,1490,Fayette,37
1890,Texas,480,Fisher,1510,Fisher,2
1890,Texas,480,Floyd,1530,Floyd,3
1890,Texas,480,Fort Bend,1570,Fort Bend,9
1890,Texas,480,Franklin,1590,Franklin,6
1890,Texas,480,Freestone,1610,Freestone,7
1890,Texas,480,Frio,1630,Frio,4
1890,Texas,480,Galveston,1670,Galveston,10
1890,Texas,480,Gillespie,1710,Gillespie,4
1890,Texas,480,Glasscock,1730,Glasscock,3
1890,Texas,480,Goliad,1750,Goliad,5
1890,Texas,480,Gonzales,1770,Gonzales,9
1890,Texas,480,Gray,1790,Gray,2
1890,Texas,480,Grayson,1810,Grayson,25
1890,Texas,480,Gregg,1830,Gregg,6
1890,Texas,480,Grimes,1850,Grimes,9
1890,Texas,480,Guadalupe,1870,Guadalupe,14
1890,Texas,480,Hall,1910,Hall,3
1890,Texas,480,Hamilton,1930,Hamilton,7
1890,Texas,480,Hansford,1950,Hansford,4
1890,Texas,480,Hardeman,1970,Hardeman,6
1890,Texas,480,Hardin,1990,Hardin,3
1890,Texas,480,Harris,2010,Harris,6
1890,Texas,480,Harrison,2030,Harrison,5
1890,Texas,480,Hartley,2050,Hartley,2
1890,Texas,480,Haskell,2070,Haskell,6
1890,Texas,480,Hays,2090,Hays,12
1890,Texas,480,Hemphill,2110,Hemphill,3
1890,Texas,480,Henderson,2130,Henderson,5
1890,Texas,480,Hidalgo,2150,Hidalgo,1
1890,Texas,480,Hill,2170,Hill,16
1890,Texas,480,Hood,2210,Hood,8
1890,Texas,480,Hopkins,2230,Hopkins,9
1890,Texas,480,Houston,2250,Houston,5
1890,Texas,480,Hunt,2310,Hunt,17
1890,Texas,480,Hutchinson,2330,Hutchinson,9
1890,Texas,480,Irion,2350,Irion,1
1890,Texas,480,Jack,2370,Jack,5
1890,Texas,480,Jackson,2390,Jackson,3
1890,Texas,480,Jasper,2410,Jasper,4
1890,Texas,480,Jeff Davis,2430,Jeff Davis,2
1890,Texas,480,Jefferson,2450,Jefferson,4
1890,Texas,480,Johnson,2510,Johnson,14
1890,Texas,480,Jones,2530,Jones,6
1890,Texas,480,Karnes,2550,Karnes,6
1890,Texas,480,Kaufman,2570,Kaufman,13
1890,Texas,480,Kendall,2590,Kendall,5
1890,Texas,480,Kent,2630,Kent,2
1890,Texas,480,Kerr,2650,Kerr,5
1890,Texas,480,Kimble,2670,Kimble,2
1890,Texas,480,King,2690,King,4
1890,Texas,480,Kinney,2710,Kinney,2
1890,Texas,480,Knox,2750,Knox,2
1890,Texas,480,Lamar,2770,Lamar,18
1890,Texas,480,Lampasas,2810,Lampasas,6
1890,Texas,480,La Salle,2830,La Salle,2
1890,Texas,480,Lavaca,2850,Lavaca,12
1890,Texas,480,Lee,2870,Lee,8
1890,Texas,480,Leon,2890,Leon,4
1890,Texas,480,Liberty,2910,Liberty,3
1890,Texas,480,Limestone,2930,Limestone,12
1890,Texas,480,Lipscomb,2950,Lipscomb,1
1890,Texas,480,Live Oak,2970,Live Oak,3
1890,Texas,480,Llano,2990,Llano,4
1890,Texas,480,McCulloch,3070,Mcculloch,4
1890,Texas,480,McLennan,3090,Mclennan,17
1890,Texas,480,McMullen,3110,Mcmullen,3
1890,Texas,480,Madison,3130,Madison,6
1890,Texas,480,Marion,3150,Marion,5
1890,Texas,480,Martin,3170,Martin,2
1890,Texas,480,Mason,3190,Mason,3
1890,Texas,480,Matagorda,3210,Matagorda,3
1890,Texas,480,Maverick,3230,Maverick,2
1890,Texas,480,Medina,3250,Medina,6
1890,Texas,480,Menard,3270,Menard,4
1890,Texas,480,Midland,3290,Midland,1
1890,Texas,480,Milam,3310,Milam,10
1890,Texas,480,Mills,3330,Mills,5
1890,Texas,480,Mitchell,3350,Mitchell,4
1890,Texas,480,Montague,3370,Montague,9
1890,Texas,480,Montgomery,3390,Montgomery,6
1890,Texas,480,Morris,3430,Morris,6
1890,Texas,480,Motley,3450,Motley,2
1890,Texas,480,Nacogdoches,3470,Nacogdoches,4
1890,Texas,480,Navarro,3490,Navarro,12
1890,Texas,480,Newton,3510,Newton,3
1890,Texas,480,Nolan,3530,Nolan,4
1890,Texas,480,Nueces,3550,Nueces,5
1890,Texas,480,Ochiltree,3570,Ochiltree,2
1890,Texas,480,Oldham,3590,Oldham,9
1890,Texas,480,Orange,3610,Orange,3
1890,Texas,480,Palo Pinto,3630,Palo Pinto,6
1890,Texas,480,Panola,3650,Panola,4
1890,Texas,480,Parker,3670,Parker,9
1890,Texas,480,Pecos,3710,Pecos,3
1890,Texas,480,Polk,3730,Polk,4
1890,Texas,480,Potter,3750,Potter,3
1890,Texas,480,Presidio,3770,Presidio,7
1890,Texas,480,Rains,3790,Rains,9
1890,Texas,480,Randall,3810,Randall,3
1890,Texas,480,Red River,3870,Red River,10
1890,Texas,480,Refugio,3910,Refugio,7
1890,Texas,480,Roberts,3930,Roberts,4
1890,Texas,480,Robertson,3950,Robertson,11
1890,Texas,480,Rockwall,3970,Rockwall,20
1890,Texas,480,Runnels,3990,Runnels,5
1890,Texas,480,Rusk,4010,Rusk,6
1890,Texas,480,Sabine,4030,Sabine,4
1890,Texas,480,San Augustine,4050,San Augustine,4
1890,Texas,480,San Jacinto,4070,San Jacinto,6
1890,Texas,480,San Patricio,4090,San Patricio,13
1890,Texas,480,San Saba,4110,San Saba,4
1890,Texas,480,Scurry,4150,Scurry,3
1890,Texas,480,Shackelford,4170,Shackelford,6
1890,Texas,480,Shelby,4190,Shelby,5
1890,Texas,480,Sherman,4210,Sherman,4
1890,Texas,480,Smith,4230,Smith,7
1890,Texas,480,Somervell,4250,Somervell,8
1890,Texas,480,Starr,4270,Starr,2
1890,Texas,480,Stephens,4290,Stephens,4
1890,Texas,480,Stonewall,4330,Stonewall,4
1890,Texas,480,Swisher,4370,Swisher,5
1890,Texas,480,Tarrant,4390,Tarrant,20
1890,Texas,480,Taylor,4410,Taylor,8
1890,Texas,480,Throckmorton,4470,Throckmorton,4
1890,Texas,480,Titus,4490,Titus,6
1890,Texas,480,Tom Green,4510,Tom Green,4
1890,Texas,480,Travis,4530,Travis,20
1890,Texas,480,Trinity,4550,Trinity,5
1890,Texas,480,Tyler,4570,Tyler,4
1890,Texas,480,Upshur,4590,Upshur,5
1890,Texas,480,Uvalde,4630,Uvalde,2
1890,Texas,480,Val Verde,4650,Val Verde,36
1890,Texas,480,Van Zandt,4670,Van Zandt,8
1890,Texas,480,Victoria,4690,Victoria,7
1890,Texas,480,Walker,4710,Walker,5
1890,Texas,480,Waller,4730,Waller,8
1890,Texas,480,Washington,4770,Washington,20
1890,Texas,480,Webb,4790,Webb,2
1890,Texas,480,Wharton,4810,Wharton,12
1890,Texas,480,Wheeler,4830,Wheeler,5
1890,Texas,480,Wichita,4850,Wichita,9
1890,Texas,480,Wilbarger,4870,Wilbarger,9
1890,Texas,480,Williamson,4910,Williamson,16
1890,Texas,480,Wilson,4930,Wilson,6
1890,Texas,480,Wise,4970,Wise,9
1890,Texas,480,Wood,4990,Wood,8
1890,Texas,480,Young,5030,Young,4
1890,Texas,480,Zapata,5050,Zapata,9
1890,Texas,480,Zavala,5070,Zavala,2
1900,Arizona Territory,45,Apache,15,Apache,9
1900,Arizona Territory,45,Cochise,35,Cochise,10
1900,Arizona Territory,45,Coconino,55,Coconino,4
1900,Arizona Territory,45,Gila,75,Gila,8
1900,Arizona Territory,45,Graham,95,Graham,9
1900,Arizona Territory,45,Maricopa,135,Maricopa,35
1900,Arizona Territory,45,Mohave,155,Mohave,24
1900,Arizona Territory,45,Navajo,175,Navajo,1
1900,Arizona Territory,45,Pima,195,Pima,10
1900,Arizona Territory,45,Pinal,215,Pinal,12
